,ubicgeob,cod_expe,cod_deli,delito,calificacion del delito,grado consumacion,forma de comision,forma de accion,tipo modalidad,elementos comision,tipo concurso,tipo clasificacion,entidad ,municipio,fecha,total procesados,total victima
667,1001,8263,672,70100,2,1,1,3,6,0,0,4,1,1001,2015-08-29,1,1
670,1001,8265,675,70100,1,1,1,3,3,0,0,4,1,1001,2016-03-21,1,1
673,1001,8268,678,91100,2,1,3,2,1,7,0,4,1,1001,2016-04-28,1,1
677,1001,8272,682,90100,2,1,1,3,6,0,1,4,1,1001,2016-06-02,1,1
678,1001,8273,683,70100,1,1,1,1,3,0,1,4,1,1001,2016-03-13,1,1
679,1001,8274,684,70100,1,1,1,3,3,0,0,4,1,1001,2015-10-01,1,1
683,1001,8278,688,40600,2,1,2,1,3,2,1,4,1,1001,2013-05-27,1,1
685,1001,8280,690,40100,2,1,1,3,4,7,1,4,1,1001,2015-07-10,1,1
686,1001,8281,691,40600,2,1,2,2,4,7,2,4,1,1001,2010-10-08,1,1
688,1001,8283,693,10400,2,1,1,1,2,0,0,4,1,1001,2019-10-09,1,2
691,1001,8285,696,91100,2,1,1,3,1,0,0,4,1,1001,2015-12-09,1,1
692,1001,8286,697,10100,1,1,2,1,3,2,1,1,1,1001,2018-04-12,2,1
697,1001,8289,702,40300,1,1,1,1,3,2,1,4,1,1001,2018-04-11,1,1
698,1001,8290,703,91100,1,1,3,3,6,0,0,4,1,1001,2016-01-03,1,1
699,1001,8291,704,40100,2,1,1,3,4,7,1,4,1,1001,2013-01-07,1,1
700,1001,8292,705,91100,2,1,1,3,1,0,0,4,1,1001,2015-12-09,1,1
701,1001,8293,706,70100,1,1,1,3,6,0,0,4,1,1001,2015-09-26,1,1
705,1001,8297,710,40600,2,1,2,3,6,0,1,4,1,1001,2016-05-30,1,1
706,1001,8298,711,40300,1,1,1,3,3,0,1,4,1,1001,2010-06-12,1,1
707,1001,8298,712,91800,1,1,1,3,3,0,1,4,1,1001,2010-06-12,1,1
715,1001,8305,720,40100,2,1,1,3,4,7,1,4,1,1001,2011-12-01,1,1
717,1001,8307,722,10400,1,1,1,1,3,2,0,4,1,1001,2009-12-31,1,1
719,1001,8309,724,91100,2,1,3,3,2,7,1,4,1,1001,2015-09-11,1,1
720,1001,8310,725,40100,2,1,1,3,3,7,1,4,1,1001,2009-03-25,1,2
721,1001,8311,726,40100,1,1,1,3,4,7,0,4,1,1001,2015-12-30,2,1
722,1001,8312,727,10400,1,1,1,3,4,7,1,4,1,1001,2016-03-15,1,1
723,1001,8313,728,70100,2,1,1,3,6,0,0,4,1,1001,2016-02-05,1,1
724,1001,8314,729,40600,2,1,2,3,6,7,0,4,1,1001,2015-12-28,1,1
725,1001,8315,730,10100,2,1,2,3,6,7,0,1,1,1001,2016-03-02,1,1
726,1001,8316,731,70100,1,1,1,3,3,0,0,4,1,1001,2016-03-02,1,1
727,1001,8317,732,50100,2,1,1,1,4,7,2,4,1,1001,2019-11-25,1,1
729,1001,8319,734,40400,2,1,1,3,6,0,1,4,1,1001,2017-03-29,1,1
730,1001,8320,735,10400,1,1,1,1,4,7,1,4,1,1001,2012-12-12,1,1
731,1001,8321,736,91100,2,1,3,3,6,0,0,4,1,1001,2016-05-24,1,1
732,1001,8322,737,10400,2,1,1,1,4,7,0,4,1,1001,2016-05-02,1,1
736,1001,8326,741,30400,1,1,1,1,3,7,1,1,1,1001,2016-04-20,1,1
743,1001,8332,748,30400,1,1,1,3,2,0,0,1,1,1001,2016-01-04,1,1
744,1001,8333,749,10400,2,1,2,3,6,0,0,4,1,1001,2015-09-07,1,1
745,1001,8334,750,40600,2,1,2,3,6,0,1,4,1,1001,2018-03-20,1,1
750,1001,8339,755,10400,1,1,2,1,3,7,1,4,1,1001,2017-07-19,1,1
754,1001,8341,759,40600,2,1,2,3,6,7,1,4,1,1001,2015-10-27,1,1
755,1001,8341,760,10400,2,1,2,3,6,7,1,4,1,1001,2015-10-27,1,1
757,1001,8343,762,40300,2,1,1,2,6,7,1,4,1,1001,2000-05-15,4,2
758,1001,8344,763,40300,1,1,1,1,3,2,1,4,1,1001,2017-08-10,2,1
759,1001,8345,764,40100,2,1,1,3,4,7,1,4,1,1001,2016-03-08,3,3
760,1001,8346,765,40600,2,1,2,3,3,0,0,4,1,1001,2015-10-03,1,1
761,1001,8347,766,40600,2,1,2,3,6,7,0,4,1,1001,2016-05-06,1,1
762,1001,8348,767,40100,2,1,1,3,1,7,0,4,1,1001,2014-05-01,2,1
763,1001,8349,768,40100,2,1,1,3,3,0,1,4,1,1001,2018-05-07,1,1
765,1001,8351,770,90300,2,1,1,3,6,0,0,4,1,1001,2016-03-08,1,2
766,1001,8352,771,40100,2,1,1,3,4,0,0,4,1,1001,2015-04-15,1,1
767,1001,8353,772,40600,2,1,2,3,6,7,2,4,1,1001,2015-08-01,1,0
768,1001,8353,773,10400,2,1,2,3,6,7,2,4,1,1001,2015-08-01,1,0
771,1001,8355,776,50200,2,1,1,3,2,0,0,4,1,1001,2017-12-05,1,2
772,1001,8356,777,40100,2,1,1,3,6,0,0,4,1,1001,2013-01-01,1,1
773,1001,8357,778,50200,2,1,1,3,6,2,0,4,1,1001,2016-06-12,1,0
776,1001,8359,781,40300,1,1,1,3,3,0,0,4,1,1001,2013-04-30,1,1
789,1001,8369,794,30700,1,1,1,2,6,0,0,4,1,1001,2015-05-13,1,1
791,1001,8371,796,40600,2,1,2,3,4,0,0,4,1,1001,2016-08-05,1,1
792,1001,8372,797,80103,2,1,1,2,1,0,0,4,1,1001,2016-04-30,4,1
793,1001,8372,798,40100,2,1,1,2,1,0,0,4,1,1001,2016-04-30,4,1
794,1001,8373,799,70100,1,1,1,3,6,0,0,4,1,1001,2015-09-20,1,1
795,1001,8374,800,70100,1,1,1,2,3,0,2,4,1,1001,2016-02-05,1,1
798,1001,8376,803,10400,2,1,1,1,4,7,0,4,1,1001,2013-03-10,1,1
799,1001,8377,804,40100,1,1,1,3,4,0,0,4,1,1001,2015-09-27,1,1
800,1001,8378,805,40600,2,1,2,3,6,7,1,4,1,1001,2015-11-23,1,3
801,1001,8378,806,10400,2,1,2,3,6,7,1,4,1,1001,2015-11-23,1,1
802,1001,8379,807,30700,1,1,1,1,3,0,0,4,1,1001,2015-03-06,1,1
803,1001,8380,808,20100,2,1,1,3,6,0,0,4,1,1001,2013-07-12,1,1
805,1001,8382,810,40117,1,1,1,3,3,0,0,4,1,1001,2016-04-06,1,1
806,1001,8383,811,50100,2,1,1,1,6,0,0,4,1,1001,2015-07-15,1,1
807,1001,8384,812,40300,2,1,1,3,6,0,0,4,1,1001,2003-04-10,1,1
808,1001,8385,813,70100,1,1,1,3,4,0,0,4,1,1001,2013-08-30,1,1
815,1001,8390,820,50200,2,1,1,3,6,0,0,4,1,1001,2015-01-22,1,2
816,1001,8391,821,40100,1,1,1,2,4,0,1,4,1,1001,2015-11-13,1,2
817,1001,8392,822,20600,2,1,1,3,3,0,0,4,1,1001,2010-10-10,1,0
818,1001,8393,823,90400,2,1,1,3,6,0,1,4,1,1001,2009-01-01,1,1
819,1001,8393,824,40300,2,1,1,3,6,0,1,4,1,1001,2009-01-01,1,1
821,1001,8395,826,40100,1,1,1,1,3,1,2,4,1,1001,2015-11-18,3,2
822,1001,8395,827,20600,1,1,1,1,3,1,2,4,1,1001,2015-11-18,3,2
824,1001,8397,829,40100,1,1,1,2,4,7,0,4,1,1001,2015-10-11,1,1
825,1001,8398,830,40100,2,1,1,3,4,0,1,4,1,1001,2018-07-04,1,1
826,1001,8399,831,40100,1,1,1,1,4,7,0,4,1,1001,2014-02-17,1,1
828,1001,8401,833,40100,1,1,1,1,3,7,1,4,1,1001,2015-09-26,3,1
829,1001,8402,834,30700,2,1,1,3,6,0,0,4,1,1001,2016-04-01,1,2
831,1001,8404,836,91800,2,1,3,3,6,0,0,4,1,1001,2017-05-02,1,1
832,1001,8405,837,40100,2,1,1,2,1,0,0,4,1,1001,2014-08-14,1,1
833,1001,8406,838,91800,2,1,3,3,6,0,1,4,1,1001,2018-06-20,1,1
835,1001,8408,840,10400,2,1,1,3,6,0,1,4,1,1001,2018-08-09,1,0
836,1001,8409,841,40100,1,1,1,3,4,7,0,4,1,1001,2006-08-30,1,1
837,1001,8410,842,30400,1,1,1,1,3,7,0,1,1,1001,2015-09-07,2,1
838,1001,8410,843,30402,1,1,1,1,3,2,1,4,1,1001,2018-09-03,1,1
839,1001,8411,844,10100,2,1,1,1,2,7,0,1,1,1001,2017-06-26,1,1
840,1001,8412,845,20300,2,1,3,3,6,0,0,4,1,1001,2017-03-01,1,1
842,1001,8414,847,90100,2,1,1,3,1,2,0,4,1,1001,2015-04-16,1,1
843,1001,8415,848,90200,2,1,1,3,6,0,0,4,1,1001,2015-11-12,2,1
844,1001,8415,849,10400,2,1,1,1,3,2,0,4,1,1001,2015-11-12,2,2
848,1001,8418,853,40100,1,1,1,1,4,2,1,4,1,1001,2006-11-10,1,1
849,1001,8418,854,20600,1,1,1,1,6,1,1,4,1,1001,2006-11-10,1,1
850,1001,8419,855,20300,2,1,1,3,6,0,0,4,1,1001,2015-03-11,1,1
853,1001,8422,858,50200,2,1,1,3,6,0,0,4,1,1001,2015-02-19,1,3
854,1001,8423,859,10100,1,1,1,1,4,7,2,1,1,1001,2015-07-27,5,1
856,1001,8425,861,10400,2,1,1,1,6,7,0,4,1,1001,2016-03-03,5,0
857,1001,8426,862,40100,2,1,1,3,4,7,1,4,1,1001,2018-05-04,1,1
858,1001,8427,863,40300,2,1,1,3,6,0,0,4,1,1001,2016-05-05,1,1
861,1001,8430,866,91800,2,1,1,3,6,0,1,4,1,1001,2014-01-01,1,1
862,1003,8431,867,10400,1,1,2,1,3,2,1,4,1,1001,2019-02-19,1,1
863,1003,8432,868,40300,2,1,1,3,1,0,0,4,1,1003,2015-08-16,1,1
864,1003,8433,869,70101,2,1,1,3,1,0,0,4,1,1003,2016-01-11,1,1
867,1003,8436,872,70100,2,1,1,3,1,0,0,4,1,1003,2015-12-24,2,1
868,1003,8437,873,70100,2,1,1,3,1,0,0,4,1,1003,2016-04-06,1,1
871,1003,8440,876,50100,2,1,1,1,1,7,0,4,1,1003,2013-07-18,1,1
872,1003,8441,877,70100,2,1,1,3,6,0,0,4,1,1003,2015-10-10,1,1
873,1005,8442,878,90400,2,1,1,3,3,6,1,4,1,1001,2019-02-22,1,1
874,1005,8443,879,30700,1,1,1,1,3,2,1,4,1,1001,2019-05-22,1,1
875,1005,8444,880,50300,1,1,1,1,3,2,1,4,1,1001,2018-11-14,1,1
876,1005,8445,881,40700,2,1,1,3,6,7,1,4,1,1001,2019-01-09,1,1
879,1005,8448,884,40300,1,1,1,1,3,0,2,4,1,1001,2016-06-02,1,1
880,1005,8449,885,10100,1,1,2,1,3,2,1,1,1,1001,2011-11-04,1,1
886,1005,8455,891,10400,2,1,2,2,6,7,2,4,1,1001,2015-09-17,1,1
887,1005,8456,892,40300,2,1,1,3,6,0,0,4,1,1005,2015-09-29,1,2
888,1005,8457,893,40800,1,1,3,3,6,0,2,4,1,1001,2015-05-13,1,1
889,1005,8458,894,40300,2,1,1,3,1,0,1,4,1,1001,2015-02-17,1,1
892,1006,8461,897,40600,2,1,2,3,1,0,0,4,1,1002,2013-05-27,1,1
893,1006,8461,898,10400,2,1,2,3,1,0,0,4,1,1002,2013-05-27,1,4
894,1006,8462,899,10400,1,1,2,1,3,2,1,4,1,1001,2019-02-07,1,1
895,1006,8463,900,80102,2,1,1,1,6,0,0,4,1,1011,2013-02-11,1,1
911,1006,8476,916,10400,2,1,1,1,1,6,0,4,1,1001,2010-06-27,5,5
914,1006,8479,919,40100,1,1,1,1,3,2,1,4,1,1001,2011-11-04,1,1
915,1006,8480,920,80103,2,1,1,3,6,0,0,4,1,1002,2014-05-22,2,1
930,1007,8493,935,40100,2,1,1,3,6,0,1,4,1,1001,2014-12-03,1,1
932,1007,8494,937,91800,1,1,2,1,3,2,1,4,99,99999,2014-01-15,1,1
933,1007,8495,938,10400,2,1,1,1,6,0,0,4,1,1007,2019-03-04,2,1
934,1007,8496,939,50200,2,1,1,3,6,0,1,4,1,1001,2014-09-23,1,1
935,1007,8497,940,10400,2,1,3,3,6,0,1,4,1,1001,2014-06-22,1,1
936,1007,8498,941,40700,2,1,1,3,6,2,1,4,1,1001,2013-03-30,1,1
937,1007,8499,942,10400,2,1,2,3,1,7,1,4,1,1001,2015-02-16,1,1
943,1007,8504,948,70100,1,1,1,1,3,2,1,4,1,1001,2016-04-08,1,1
945,1007,8506,950,91100,2,1,3,3,6,0,0,4,1,1009,2016-03-11,1,1
948,1007,8508,953,70100,2,1,1,2,1,0,0,4,1,1007,2016-06-14,1,1
954,1007,8511,959,40114,2,1,1,1,3,2,0,4,1,1001,2016-08-01,1,1
955,1007,8512,960,40100,1,1,1,3,4,0,1,4,1,1001,2013-09-12,2,1
962,1007,8517,967,40100,1,1,1,1,3,2,1,4,1,1001,2011-03-16,2,1
965,1007,8520,970,40600,1,1,2,1,3,2,1,4,1,1001,2015-12-02,1,1
966,2001,8521,976,40600,2,1,2,3,6,0,2,1,2,2001,2013-12-13,1,1
967,2001,8521,1040,10400,2,1,2,3,6,0,2,4,2,2001,2013-12-13,1,1
968,2001,8522,975,40102,1,1,1,3,4,0,0,1,2,2001,2015-10-19,1,1
969,2001,8523,978,30100,1,1,1,3,3,3,0,1,2,2001,2014-02-11,1,2
970,2001,8524,980,40300,2,1,1,3,1,0,0,4,2,2001,2015-04-04,1,1
972,2001,8544,1004,10100,1,1,1,1,3,1,0,1,2,2001,2015-04-13,1,1
973,2001,8544,1006,10100,1,1,1,1,4,1,0,1,2,2001,2015-04-13,1,1
974,2001,8550,1012,70100,2,1,3,3,6,0,0,4,2,2001,2015-03-16,2,1
975,2001,8552,1014,70400,2,1,3,3,6,2,0,4,2,2001,2015-06-12,1,1
976,2001,8554,1016,40113,1,1,1,3,4,7,3,1,2,2001,2015-05-31,4,1
977,2001,8554,1018,90200,2,1,3,3,6,7,3,1,2,2001,2015-05-31,4,1
978,2001,8565,1030,10100,1,1,1,1,4,1,0,1,2,2001,2015-01-06,3,1
979,2001,8566,1031,70100,1,1,1,3,6,0,0,4,2,2001,2015-02-11,1,1
980,2001,8566,1033,70100,1,1,1,3,6,0,0,4,2,2001,2015-02-04,1,1
981,2001,8567,1032,91800,2,1,1,1,6,6,2,1,2,2001,2015-06-09,1,1
982,2001,8567,1034,70400,2,1,3,3,6,2,0,4,2,2001,2015-06-09,1,1
983,2001,8570,1037,70100,2,1,1,3,6,0,0,4,2,2001,2015-05-27,1,1
984,2001,8575,1045,70400,2,1,3,3,6,2,0,4,2,2001,2015-03-28,1,1
985,2001,8584,1042,70100,2,1,1,3,1,0,0,1,2,2001,2015-11-30,1,1
986,2001,8588,1046,40103,1,1,1,3,6,6,0,4,2,2001,2015-10-27,3,1
987,2001,8589,1066,40600,2,1,1,1,6,6,0,1,2,2001,2015-05-08,1,1
988,2001,8592,1048,70100,2,1,1,3,1,0,0,1,2,2001,2015-12-03,1,1
989,2001,8595,1069,90200,2,1,1,3,6,0,0,4,2,2001,2015-01-24,1,1
992,2001,8613,1074,40102,1,1,1,3,4,0,3,1,2,2001,2015-04-25,1,1
993,2001,8613,1079,40800,2,1,1,3,6,0,0,3,2,2001,2015-04-25,1,1
994,2001,8617,1083,40103,1,1,1,3,6,0,0,1,2,2001,2015-11-30,1,1
995,2001,8617,1088,40103,2,1,1,3,6,0,0,1,2,2001,2015-11-30,1,1
996,2001,8619,1089,40113,1,1,1,2,4,0,0,1,2,2001,2014-02-22,1,1
997,2001,8621,1100,70100,2,1,3,3,1,0,0,1,2,2001,2015-07-24,1,1
998,2001,8624,1104,70100,2,1,3,3,1,0,0,1,2,2001,2015-03-04,1,1
1000,2001,8626,1109,20300,1,1,1,3,6,0,0,3,2,2001,2014-10-08,1,1
1003,2001,8634,1101,10400,2,1,1,1,3,7,0,1,2,2001,2015-10-15,1,1
1004,2001,8635,1114,10400,2,1,1,1,1,3,0,1,2,2001,2015-02-12,1,1
1005,2001,8636,1112,40103,2,1,1,3,2,0,0,1,2,2001,2015-02-11,1,1
1007,2001,8640,1116,70900,2,1,1,3,1,0,0,1,2,2001,2015-01-23,1,1
1010,2001,8647,1124,70100,2,1,1,3,1,0,0,1,2,2001,2015-04-16,1,1
1011,2001,8648,1115,70100,2,1,1,3,1,0,0,1,2,2001,2015-10-01,1,1
1012,2001,8650,1128,10100,1,1,1,3,4,7,2,1,2,2001,2014-11-16,2,1
1015,2001,8656,1122,70100,2,1,1,3,1,0,0,1,2,2001,2015-10-02,1,1
1016,2001,8659,1151,40102,1,1,1,2,4,0,0,1,2,2001,2015-05-25,2,1
1017,2001,8664,1131,70100,2,1,1,3,1,0,0,1,2,2001,2015-10-24,1,1
1018,2001,8673,1158,70100,2,1,1,3,1,0,0,1,2,2001,2015-06-19,1,1
1019,2001,8676,1157,90200,2,1,1,3,6,0,0,1,2,2001,2013-11-18,1,1
1020,2001,8677,1162,70100,2,1,1,3,1,0,0,1,2,2001,2015-04-13,1,1
1021,2001,8678,1166,10100,2,1,2,3,2,0,2,1,2,2001,2015-04-19,1,1
1022,2001,8678,1169,40600,2,1,2,3,2,0,2,1,2,2001,2015-04-19,1,1
1023,2001,8681,1165,90200,2,1,1,3,6,0,0,1,2,2001,2015-02-10,1,1
1024,2001,8682,1172,70100,1,1,1,3,3,0,0,1,2,2001,2015-06-17,2,1
1025,2001,8683,1149,70100,2,1,1,3,1,0,0,1,2,2001,2015-11-09,1,1
1027,2001,8686,1175,10400,2,1,2,3,6,7,3,1,2,2001,2015-03-04,1,1
1028,2001,8695,1161,70100,2,1,1,3,1,0,0,1,2,2001,2015-10-19,1,1
1030,2001,8700,1179,40102,1,1,1,2,4,0,0,1,2,2001,2015-03-25,1,1
1031,2001,8703,1183,40800,1,1,1,3,3,0,0,1,2,2001,2015-04-12,2,1
1032,2001,8705,1186,40115,2,1,1,3,6,0,0,1,2,2001,2012-07-15,1,1
1034,2001,8708,1190,10400,2,1,2,3,6,0,3,1,2,2001,2014-04-20,1,1
1035,2001,8710,1192,30100,2,1,1,3,1,0,0,1,2,2001,2015-03-03,1,1
1036,2001,8711,1193,40700,2,1,1,3,1,7,3,1,2,2001,2014-03-20,2,1
1038,2001,8716,1198,40600,2,1,1,3,1,7,0,1,2,2001,2014-09-16,1,1
1039,2001,8718,1203,10100,1,1,1,1,1,6,0,1,2,2001,2014-04-12,1,1
1041,2001,8720,1206,10400,2,1,1,1,4,6,2,1,2,2001,2015-05-07,1,2
1042,2001,8720,1209,40600,2,1,1,1,6,6,2,1,2,2001,2015-03-08,3,1
1043,2001,8720,1213,80500,2,1,1,1,6,6,2,1,2,2001,2015-05-08,1,1
1045,2001,8722,1202,10400,2,1,1,1,4,2,3,1,2,2001,2015-03-26,1,1
1046,2001,8722,1205,10400,2,1,1,3,1,7,3,1,2,2001,2015-03-26,3,1
1048,2001,8724,1207,70100,2,1,1,3,1,0,0,1,2,2001,2015-05-28,1,1
1049,2001,8725,1208,50200,2,1,1,3,6,0,0,4,2,2001,2013-05-22,1,1
1050,2001,8726,1218,40103,2,1,3,3,6,7,0,4,2,2001,2014-12-07,4,1
1051,2001,8727,1210,70100,2,1,1,3,1,0,0,1,2,2001,2015-06-16,1,1
1052,2001,8734,1217,10100,1,1,1,1,5,7,3,1,2,2001,2015-04-12,3,1
1053,2001,8734,1220,40117,1,1,1,1,3,7,2,1,2,2001,2015-04-12,3,1
1054,2001,8736,1219,70100,2,1,1,3,1,0,0,1,2,2001,2015-03-03,2,1
1055,2001,8737,1223,70100,2,1,1,3,1,7,3,1,2,2001,2015-06-17,1,1
1059,2001,8740,1226,70100,2,1,1,3,1,7,0,1,2,2001,2015-04-19,2,1
1060,2001,8745,1232,40600,2,1,1,3,6,0,0,1,2,2001,2015-05-30,1,1
1061,2001,8745,1235,90200,2,1,1,3,6,0,0,1,2,2001,2015-05-30,1,1
1062,2001,8746,1240,10400,2,1,1,3,6,6,0,1,2,2001,2014-01-31,1,1
1063,2001,8749,1238,30100,1,1,1,3,3,0,0,4,2,2001,2013-08-15,1,1
1064,2001,8750,1245,10500,1,1,1,1,6,3,0,1,2,2001,2014-03-09,1,1
1067,2001,8759,1247,40102,1,1,1,2,4,0,0,4,2,2001,2015-01-26,1,2
1068,2001,8760,1252,70400,2,1,1,3,6,2,0,1,2,2001,2015-03-04,1,1
1069,2001,8762,1251,70100,2,1,1,2,1,0,0,4,2,2001,2015-06-20,1,1
1070,2001,8763,1256,70100,2,1,1,3,1,0,0,1,2,2001,2015-03-06,1,1
1071,2001,8765,1255,40102,1,1,1,2,4,0,0,4,2,2001,2014-01-23,1,1
1073,2001,8770,1263,40104,1,1,1,2,4,0,0,4,2,2001,2015-04-17,2,1
1074,2001,8771,1275,70100,2,1,1,3,1,0,0,1,2,2001,2015-03-11,1,1
1075,2001,8773,1267,10100,1,1,1,3,4,1,0,4,2,2001,2014-09-01,1,1
1076,2001,8773,1270,40103,1,1,1,1,4,1,0,4,2,2001,2014-09-01,1,1
1077,2001,8775,1246,90200,2,1,1,1,6,0,0,1,2,2001,2015-06-09,1,1
1078,2001,8777,1274,70900,2,1,1,2,1,0,0,4,2,2001,2014-11-14,1,1
1079,2001,8777,1278,40600,2,1,2,2,1,6,0,4,2,2001,2014-11-14,1,1
1080,2001,8777,1282,10400,2,1,2,2,1,6,0,4,2,2001,2014-11-14,1,1
1081,2001,8778,1283,40103,1,1,1,2,3,7,0,1,2,2001,2015-01-04,1,1
1083,2001,8780,1288,70100,2,1,1,3,1,0,0,1,2,2001,2015-03-01,2,1
1084,2001,8782,1287,70100,2,1,1,3,1,0,0,1,2,2001,2015-06-17,1,1
1085,2001,8783,1254,40113,1,1,1,3,4,0,0,1,2,2001,2015-12-02,1,1
1086,2001,8784,1293,40102,1,1,1,3,4,0,0,1,2,2001,2015-02-26,1,1
1087,2001,8785,1290,70100,2,1,1,2,1,0,0,4,2,2001,2015-05-07,2,1
1088,2001,8788,1294,10400,2,1,1,1,1,6,0,1,2,2001,2015-02-10,1,1
1089,2001,8789,1295,40300,2,1,1,3,6,0,0,1,2,2001,2009-07-01,1,1
1091,2001,8793,1299,40102,1,1,1,2,4,7,0,1,2,2001,2015-07-05,2,1
1093,2001,8801,1269,40113,1,1,1,3,4,0,0,1,2,2001,2015-12-23,2,1
1095,2001,8805,1272,30402,1,1,1,2,6,3,0,1,2,2001,2015-12-23,1,1
1096,2001,8809,1277,70100,2,1,1,3,1,0,0,1,2,2001,2015-12-26,1,1
1097,2001,8811,1318,10400,2,1,2,2,1,0,0,4,2,2001,2015-03-22,1,3
1098,2001,8811,1322,40600,2,1,2,2,1,0,0,4,2,2001,2015-03-23,1,3
1099,2001,8813,1281,40103,1,1,1,3,6,0,2,1,2,2001,2015-10-01,1,1
1100,2001,8813,1285,40600,2,1,1,1,6,0,2,1,2,2001,2015-10-01,1,1
1101,2001,8815,1323,70900,2,1,1,3,6,0,0,1,2,2001,2015-08-20,1,1
1102,2001,8816,1326,30400,1,2,1,1,4,3,0,4,2,2001,2015-02-09,1,1
1105,2001,8820,1330,10400,2,1,2,2,1,0,0,4,2,2001,2015-02-11,1,7
1106,2001,8820,1334,40600,2,1,2,2,1,0,0,4,2,2001,2015-02-11,1,7
1107,2001,8824,1292,10400,2,1,1,1,1,3,2,1,2,2001,2015-12-24,1,1
1108,2001,8824,1296,10400,2,1,1,1,4,3,2,1,2,2001,2015-12-24,1,1
1109,2001,8824,1301,70900,2,1,1,1,6,0,2,4,2,2001,2015-12-24,1,1
1110,2001,8826,1335,70100,2,1,1,3,6,0,0,1,2,2001,2015-07-07,1,1
1111,2001,8827,1305,70100,2,1,1,2,1,0,0,1,2,2001,2015-12-20,1,1
1112,2001,8829,1345,70100,2,1,1,2,1,0,0,4,2,2001,2015-05-27,1,1
1113,2001,8830,1339,70100,2,1,1,3,1,0,0,4,2,2001,2015-09-08,1,1
1114,2001,8831,1309,10400,2,1,2,3,6,0,2,1,2,2001,2015-06-13,1,1
1115,2001,8831,1312,40600,2,1,2,3,6,6,2,1,2,2001,2015-06-13,1,1
1116,2001,8832,1361,40600,2,1,1,1,6,6,1,1,2,2001,2015-03-15,2,1
1117,2001,8832,1364,10400,2,1,1,1,1,3,1,1,2,2001,2015-03-15,3,1
1118,2001,8832,1369,70900,2,1,1,1,6,6,1,1,2,2001,2015-03-15,2,1
1119,2001,8833,1349,10400,2,1,2,2,1,6,0,4,2,2001,2013-07-02,1,1
1120,2001,8835,1316,40117,2,1,1,1,6,7,1,1,2,2001,2015-12-18,1,1
1121,2001,8837,1353,10400,2,1,1,2,4,0,0,4,2,2001,2015-03-27,3,1
1123,2001,8841,1357,40400,2,1,1,2,6,0,0,4,2,2001,2014-12-09,1,1
1124,2001,8842,1350,40103,1,1,1,3,6,0,0,1,2,2001,2015-08-18,1,1
1125,2001,8843,1377,40113,1,1,1,1,4,0,0,1,2,2001,2015-03-15,17,1
1126,2001,8844,1360,30100,1,1,1,2,3,7,3,4,2,2001,2014-04-14,1,1
1127,2001,8848,1365,10400,1,1,1,1,3,3,0,4,2,2001,2015-01-01,1,1
1128,2001,8854,1333,70101,2,1,1,3,1,0,1,1,2,2001,2016-01-16,1,1
1129,2001,8858,1370,70100,2,1,1,3,1,0,0,1,2,2001,2015-09-11,1,1
1130,2001,8859,1337,40103,1,1,1,3,1,7,1,2,2,2001,2013-06-28,1,1
1131,2001,8861,1373,70100,2,1,1,3,1,0,0,1,2,2001,2015-09-13,1,1
1132,2001,8862,1341,10400,2,1,1,3,1,7,2,1,2,2001,2015-11-04,1,1
1133,2001,8863,1392,40117,1,1,1,1,6,7,0,1,2,2001,2015-09-04,2,1
1134,2001,8864,1388,40113,1,1,1,3,4,7,2,1,2,2001,2015-01-23,2,1
1135,2001,8864,1391,40101,1,1,1,3,4,7,2,1,2,2001,2015-01-23,2,1
1136,2001,8866,1396,40600,2,1,1,2,6,6,0,1,2,2001,2015-09-11,1,1
1137,2001,8867,1394,50200,2,1,1,3,4,7,2,1,2,2001,2015-06-16,1,1
1138,2001,8868,1348,70101,3,3,3,3,1,0,0,4,2,2001,2016-02-02,1,1
1139,2001,8869,1399,40117,1,1,1,1,6,7,0,1,2,2001,2015-09-15,1,1
1140,2001,8871,1351,70101,3,3,3,3,6,7,3,4,2,2001,2016-02-02,1,1
1142,2001,8876,1406,40103,1,1,1,3,4,7,2,1,2,2001,2015-03-16,2,1
1143,2001,8876,1408,40104,1,1,1,3,4,7,2,1,2,2001,2015-03-16,2,1
1144,2001,8878,1461,30400,1,1,1,1,3,3,0,1,2,2001,2015-09-19,1,1
1145,2001,8881,1412,70100,2,1,1,3,1,0,0,1,2,2001,2015-06-26,1,1
1146,2001,8882,1367,40100,2,1,1,3,1,7,1,1,2,2001,2016-01-25,1,1
1147,2001,8883,1414,70100,2,1,1,3,1,0,0,1,2,2001,2015-07-07,1,1
1148,2001,8886,1376,40102,1,1,1,3,4,7,1,1,2,2001,2015-07-25,1,1
1149,2001,8886,1380,91200,2,1,1,3,1,7,1,1,2,2001,2015-07-25,2,1
1151,2001,8891,1421,70100,2,1,1,3,1,0,0,1,2,2001,2015-08-17,1,1
1152,2001,8899,1429,70100,2,1,1,3,1,0,0,1,2,2001,2015-07-09,1,1
1153,2001,8901,1431,70100,2,1,1,3,1,0,0,1,2,2001,2015-07-31,2,1
1154,2001,8903,1433,70100,2,1,1,3,1,0,0,1,2,2001,2015-08-19,1,1
1155,2001,8905,1435,70100,2,1,1,3,1,0,0,1,2,2001,2015-09-08,1,1
1156,2001,8907,1438,70100,2,1,1,3,1,0,0,1,2,2001,2015-08-01,1,1
